genome_id,antibiotic,resistance,source
1282.4511,Vancomycin,Susceptible,BV-BRC
1773.4998,Amoxicillin,Susceptible,BV-BRC
2172193069,Gentamicin,Susceptible,NCBI
1443226198,Amoxicillin,Resistant,NCBI
1313.46209,Clindamycin,Susceptible,BV-BRC
1280.18000,Clindamycin,Resistant,BV-BRC
1187440951,Azithromycin,Resistant,NCBI
3139032037,Clindamycin,Susceptible,NCBI
1313.21102,Penicillin,Susceptible,BV-BRC
3068120538,Amoxicillin,Resistant,NCBI
1841193095,Vancomycin,Susceptible,NCBI
1160538609,Clindamycin,Resistant,NCBI
3172218903,Cefixime,Susceptible,NCBI
43770.1043,Clindamycin,Resistant,BV-BRC
573.41453,Levofloxacin,Resistant,BV-BRC
624.2531,Ampicillin,Resistant,BV-BRC
953830676,Erythromycin,Resistant,NCBI
485.14059,Tetracycline,Susceptible,BV-BRC
624.4313,Ampicillin,Resistant,BV-BRC
1280.21062,Penicillin,Resistant,BV-BRC
1280.34974,Erythromycin,Resistant,BV-BRC
573.57201,Meropenem,Resistant,BV-BRC
573.64560,Meropenem,Susceptible,BV-BRC
1782566139,Gentamicin,Susceptible,NCBI
2798588786,Vancomycin,Susceptible,NCBI
1280.11714,Clindamycin,Susceptible,BV-BRC
1773.40919,Ofloxacin,Resistant,BV-BRC
3264670944,Erythromycin,Susceptible,NCBI
2027786537,Amoxicillin,Resistant,NCBI
624.2329,Azithromycin,Resistant,BV-BRC
1424220924,Penicillin,Resistant,NCBI
28901.8865,Ampicillin,Susceptible,BV-BRC
1280.39710,Ciprofloxacin,Susceptible,BV-BRC
562.22835,Amoxicillin,Resistant,BV-BRC
1352.11330,Vancomycin,Resistant,BV-BRC
1352.11761,Vancomycin,Resistant,BV-BRC
573.41322,Levofloxacin,Susceptible,BV-BRC
2955093575,Amoxicillin,Resistant,NCBI
2707077173,Ofloxacin,Susceptible,NCBI
3173346909,Clindamycin,Susceptible,NCBI
1174084976,Clindamycin,Resistant,NCBI
2050131915,Tetracycline,Susceptible,NCBI
72407.1478,Meropenem,Susceptible,BV-BRC
1773.43657,Ofloxacin,Susceptible,BV-BRC
1773.1008,Ofloxacin,Resistant,BV-BRC
28901.23381,Azithromycin,Susceptible,BV-BRC
573.33945,Meropenem,Susceptible,BV-BRC
1773.37132,Ofloxacin,Susceptible,BV-BRC
2862638318,Amoxicillin,Susceptible,NCBI
573.41395,Tetracycline,Resistant,BV-BRC
1313.31862,Penicillin,Susceptible,BV-BRC
1313.45634,Penicillin,Susceptible,BV-BRC
3203330231,Meropenem,Susceptible,NCBI
1280.12482,Ciprofloxacin,Susceptible,BV-BRC
487.4680,Penicillin,Susceptible,BV-BRC
1280.36053,Penicillin,Resistant,BV-BRC
2862629925,Gentamicin,Susceptible,NCBI
3199767295,Meropenem,Susceptible,NCBI
1280.37600,Erythromycin,Susceptible,BV-BRC
485.9678,Azithromycin,Susceptible,BV-BRC
1319599884,Azithromycin,Resistant,NCBI
1773.21285,Ofloxacin,Susceptible,BV-BRC
1434520133,Meropenem,Resistant,NCBI
58712.79,Ampicillin,Susceptible,BV-BRC
287.1108,Meropenem,Resistant,BV-BRC
485.13622,Azithromycin,Resistant,BV-BRC
287.987,Meropenem,Resistant,BV-BRC
1352.11669,Vancomycin,Resistant,BV-BRC
573.33304,Meropenem,Resistant,BV-BRC
3219541708,Levofloxacin,Susceptible,NCBI
573.54905,Ciprofloxacin,Resistant,BV-BRC
3170417988,Amoxicillin,Resistant,NCBI
1986034839,Tetracycline,Resistant,NCBI
2938199684,Levofloxacin,Resistant,NCBI
2829768450,Azithromycin,Susceptible,NCBI
1133827536,Ciprofloxacin,Resistant,NCBI
2899937814,Vancomycin,Resistant,NCBI
2283893643,Azithromycin,Susceptible,NCBI
470.7836,Gentamicin,Resistant,BV-BRC
1313.17297,Vancomycin,Susceptible,BV-BRC
1280.43440,Gentamicin,Resistant,BV-BRC
2923631194,Ciprofloxacin,Resistant,NCBI
3276213479,Ofloxacin,Resistant,NCBI
562.98845,Gentamicin,Susceptible,BV-BRC
1116180.3,Amoxicillin,Resistant,BV-BRC
1280.33423,Ciprofloxacin,Resistant,BV-BRC
562.65546,Ampicillin,Susceptible,BV-BRC
2862628681,Gentamicin,Susceptible,NCBI
1280.38412,Gentamicin,Resistant,BV-BRC
562.23653,Ciprofloxacin,Resistant,BV-BRC
1313.18994,Tetracycline,Resistant,BV-BRC
3173347778,Gentamicin,Susceptible,NCBI
1352.9727,Vancomycin,Resistant,BV-BRC
1352.11336,Vancomycin,Susceptible,BV-BRC
2868242236,Levofloxacin,Susceptible,NCBI
562.99974,Ampicillin,Resistant,BV-BRC
1526279349,Azithromycin,Resistant,NCBI
562.99317,Ciprofloxacin,Susceptible,BV-BRC
573.36044,Meropenem,Susceptible,BV-BRC
573.47309,Levofloxacin,Resistant,BV-BRC
1313.46129,Azithromycin,Susceptible,BV-BRC
1311.3016,Clindamycin,Resistant,BV-BRC
573.36217,Levofloxacin,Susceptible,BV-BRC
1352.1802,Vancomycin,Resistant,BV-BRC
2594363561,Clindamycin,Susceptible,NCBI
1114116854,Azithromycin,Resistant,NCBI
573.77812,Meropenem,Resistant,BV-BRC
1280.11730,Penicillin,Resistant,BV-BRC
573.51078,Ciprofloxacin,Susceptible,BV-BRC
1773.5015,Amoxicillin,Susceptible,BV-BRC
1280.39800,Clindamycin,Susceptible,BV-BRC
1280.16193,Clindamycin,Resistant,BV-BRC
3199869900,Ciprofloxacin,Susceptible,NCBI
1733.3197,Ofloxacin,Susceptible,BV-BRC
1150906967,Erythromycin,Resistant,NCBI
2237969531,Penicillin,Resistant,NCBI
1543297512,Levofloxacin,Resistant,NCBI
1313.27203,Erythromycin,Susceptible,BV-BRC
573.14186,Meropenem,Resistant,BV-BRC
837355017,Azithromycin,Resistant,NCBI
1313.28015,Tetracycline,Susceptible,BV-BRC
991975372,Clindamycin,Resistant,NCBI
1280.17674,Clindamycin,Susceptible,BV-BRC
2082582252,Tetracycline,Susceptible,NCBI
287.18423,Amoxicillin,Resistant,BV-BRC
485.732,Cefixime,Susceptible,BV-BRC
611.56,Ampicillin,Susceptible,BV-BRC
1773.21535,Ofloxacin,Susceptible,BV-BRC
1773.31164,Ofloxacin,Susceptible,BV-BRC
2786911786,Meropenem,Susceptible,NCBI
3199611251,Ciprofloxacin,Susceptible,NCBI
1368337268,Tetracycline,Resistant,NCBI
573.23228,Levofloxacin,Resistant,BV-BRC
197.16035,Clindamycin,Susceptible,BV-BRC
3243097542,Tetracycline,Susceptible,NCBI
573.50567,Levofloxacin,Resistant,BV-BRC
573.57092,Meropenem,Susceptible,BV-BRC
1313.8644,Erythromycin,Resistant,BV-BRC
573.21910,Levofloxacin,Susceptible,BV-BRC
1773.17524,Ofloxacin,Resistant,BV-BRC
1313.21113,Tetracycline,Susceptible,BV-BRC
573.66688,Gentamicin,Susceptible,BV-BRC
1313.45845,Azithromycin,Susceptible,BV-BRC
1654760181,Vancomycin,Susceptible,NCBI
485.325,Azithromycin,Resistant,BV-BRC
1352.10005,Vancomycin,Susceptible,BV-BRC
28901.23314,Azithromycin,Susceptible,BV-BRC
573.41108,Meropenem,Resistant,BV-BRC
624.3582,Ampicillin,Resistant,BV-BRC
1313.46015,Clindamycin,Susceptible,BV-BRC
2322947895,Meropenem,Resistant,NCBI
485.18918,Azithromycin,Resistant,BV-BRC
1773.17517,Ofloxacin,Resistant,BV-BRC
3068071058,Gentamicin,Resistant,NCBI
573.29496,Gentamicin,Resistant,BV-BRC
470.2282,Ciprofloxacin,Resistant,BV-BRC
573.15716,Levofloxacin,Susceptible,BV-BRC
573.79314,Gentamicin,Susceptible,BV-BRC
2711301454,Ciprofloxacin,Resistant,NCBI
1942885877,Vancomycin,Susceptible,NCBI
3166628045,Ampicillin,Resistant,NCBI
3247008958,Meropenem,Susceptible,NCBI
3153048440,Ampicillin,Resistant,NCBI
573.66843,Meropenem,Susceptible,BV-BRC
573.29981,Meropenem,Resistant,BV-BRC
1773.5227,Amoxicillin,Susceptible,BV-BRC
3005683736,Vancomycin,Susceptible,NCBI
2899850574,Vancomycin,Resistant,NCBI
2275362815,Clindamycin,Susceptible,NCBI
573.44132,Levofloxacin,Resistant,BV-BRC
1352.11981,Vancomycin,Susceptible,BV-BRC
28901.24761,Azithromycin,Resistant,BV-BRC
2416246743,Tetracycline,Resistant,NCBI
1313.26139,Erythromycin,Susceptible,BV-BRC
2289599745,Gentamicin,Susceptible,NCBI
3199876792,Azithromycin,Susceptible,NCBI
1134827.3,Vancomycin,Resistant,BV-BRC
3035937521,Cefixime,Susceptible,NCBI
1796109506,Ciprofloxacin,Resistant,NCBI
2564993448,Azithromycin,Susceptible,NCBI
485.5648,Cefixime,Susceptible,BV-BRC
1283.430,Erythromycin,Resistant,BV-BRC
3063066541,Gentamicin,Resistant,NCBI
573.22566,Gentamicin,Resistant,BV-BRC
2786747788,Ampicillin,Resistant,NCBI
3199605616,Ofloxacin,Susceptible,NCBI
573.27262,Tetracycline,Resistant,BV-BRC
1280.51879,Vancomycin,Susceptible,BV-BRC
90370.3206,Ciprofloxacin,Susceptible,BV-BRC
28901.23276,Ampicillin,Susceptible,BV-BRC
573.79072,Meropenem,Susceptible,BV-BRC
2895090534,Ciprofloxacin,Resistant,NCBI
1173321131,Ofloxacin,Susceptible,NCBI
1313.25886,Penicillin,Susceptible,BV-BRC
1313.22648,Tetracycline,Resistant,BV-BRC
28901.8590,Gentamicin,Susceptible,BV-BRC
3148326732,Tetracycline,Susceptible,NCBI
1280.37008,Clindamycin,Resistant,BV-BRC
1280.9365,Clindamycin,Resistant,BV-BRC
1773.17640,Ofloxacin,Resistant,BV-BRC
573.28636,Levofloxacin,Susceptible,BV-BRC
573.14403,Meropenem,Susceptible,BV-BRC
573.56228,Meropenem,Resistant,BV-BRC
562.77286,Amoxicillin,Resistant,BV-BRC
485.5176,Cefixime,Susceptible,BV-BRC
1280.8388,Vancomycin,Susceptible,BV-BRC
3268749421,Ampicillin,Resistant,NCBI
3269313961,Ampicillin,Resistant,NCBI
3203198509,Tetracycline,Susceptible,NCBI
1313.32753,Tetracycline,Resistant,BV-BRC
485.5383,Cefixime,Susceptible,BV-BRC
1773.4631,Amoxicillin,Susceptible,BV-BRC
2049542150,Tetracycline,Resistant,NCBI
1134839.3,Vancomycin,Resistant,BV-BRC
573.45159,Levofloxacin,Susceptible,BV-BRC
3219569254,Ciprofloxacin,Susceptible,NCBI
573.77665,Levofloxacin,Susceptible,BV-BRC
760791.3,Erythromycin,Resistant,BV-BRC
1313.45135,Penicillin,Susceptible,BV-BRC
28901.13325,Ampicillin,Resistant,BV-BRC
485.15517,Azithromycin,Resistant,BV-BRC
1280.17826,Gentamicin,Susceptible,BV-BRC
1280.39734,Gentamicin,Susceptible,BV-BRC
192955.204,Azithromycin,Susceptible,BV-BRC
1463164.56,Ampicillin,Resistant,BV-BRC
573.21196,Levofloxacin,Susceptible,BV-BRC
90371.5365,Ampicillin,Susceptible,BV-BRC
1280.16159,Erythromycin,Resistant,BV-BRC
573.54131,Levofloxacin,Susceptible,BV-BRC
1280.18595,Ciprofloxacin,Resistant,BV-BRC
760856.3,Clindamycin,Susceptible,BV-BRC
2229607769,Gentamicin,Resistant,NCBI
562.140847,Ciprofloxacin,Resistant,BV-BRC
90370.5445,Ciprofloxacin,Susceptible,BV-BRC
573.72904,Levofloxacin,Resistant,BV-BRC
1280.37703,Penicillin,Resistant,BV-BRC
1313.46223,Clindamycin,Susceptible,BV-BRC
1280.38498,Clindamycin,Resistant,BV-BRC
1280.16222,Penicillin,Resistant,BV-BRC
3219538165,Tetracycline,Susceptible,NCBI
2057380271,Vancomycin,Susceptible,NCBI
2162288629,Cefixime,Resistant,NCBI
197.16215,Tetracycline,Susceptible,BV-BRC
3053961974,Gentamicin,Susceptible,NCBI
562.100562,Ampicillin,Resistant,BV-BRC
3243070548,Penicillin,Resistant,NCBI
1352.9577,Vancomycin,Susceptible,BV-BRC
562.58722,Meropenem,Susceptible,BV-BRC
1280.45309,Penicillin,Resistant,BV-BRC
1313.26969,Erythromycin,Susceptible,BV-BRC
2710853672,Ciprofloxacin,Resistant,NCBI
562.99056,Meropenem,Susceptible,BV-BRC
470.8083,Levofloxacin,Resistant,BV-BRC
1313.45648,Penicillin,Susceptible,BV-BRC
485.766,Azithromycin,Susceptible,BV-BRC
1313.22930,Tetracycline,Resistant,BV-BRC
1731091741,Ampicillin,Resistant,NCBI
3173350642,Clindamycin,Susceptible,NCBI
1773.18486,Ofloxacin,Susceptible,BV-BRC
1524439491,Clindamycin,Resistant,NCBI
287.35000,Levofloxacin,Susceptible,BV-BRC
573.31660,Meropenem,Susceptible,BV-BRC
1773.26951,Ofloxacin,Resistant,BV-BRC
195.421,Azithromycin,Resistant,BV-BRC
573.39752,Meropenem,Susceptible,BV-BRC
3201768158,Amoxicillin,Susceptible,NCBI
573.13022,Ampicillin,Susceptible,BV-BRC
2484084509,Penicillin,Susceptible,NCBI
573.63310,Ciprofloxacin,Resistant,BV-BRC
2801493302,Cefixime,Susceptible,NCBI
562.22994,Amoxicillin,Susceptible,BV-BRC
573.43833,Gentamicin,Resistant,BV-BRC
573.79339,Levofloxacin,Susceptible,BV-BRC
573.73004,Tetracycline,Susceptible,BV-BRC
485.14904,Azithromycin,Resistant,BV-BRC
573.15318,Gentamicin,Resistant,BV-BRC
72407.1285,Levofloxacin,Susceptible,BV-BRC
3069125037,Levofloxacin,Susceptible,NCBI
573.56121,Ciprofloxacin,Susceptible,BV-BRC
1280.53138,Erythromycin,Resistant,BV-BRC
28901.9047,Ampicillin,Susceptible,BV-BRC
2580673510,Tetracycline,Susceptible,NCBI
3199861407,Ampicillin,Susceptible,NCBI
1280.32240,Clindamycin,Resistant,BV-BRC
624.3738,Azithromycin,Resistant,BV-BRC
1280.50006,Ciprofloxacin,Resistant,BV-BRC
2793768096,Ampicillin,Susceptible,NCBI
3199600214,Ciprofloxacin,Susceptible,NCBI
3034320798,Ampicillin,Susceptible,NCBI
28901.24517,Ampicillin,Resistant,BV-BRC
1140122741,Penicillin,Susceptible,NCBI
1280.15850,Clindamycin,Susceptible,BV-BRC
28901.24205,Tetracycline,Susceptible,BV-BRC
1280.40467,Clindamycin,Susceptible,BV-BRC
1313.23175,Penicillin,Susceptible,BV-BRC
485.4574,Cefixime,Resistant,BV-BRC
1313.46073,Azithromycin,Susceptible,BV-BRC
1280.30738,Penicillin,Susceptible,BV-BRC
624.3697,Azithromycin,Resistant,BV-BRC
1313.34297,Penicillin,Susceptible,BV-BRC
2128747900,Amoxicillin,Susceptible,NCBI
485.13744,Azithromycin,Susceptible,BV-BRC
562.65719,Ampicillin,Susceptible,BV-BRC
623.1832,Ciprofloxacin,Susceptible,BV-BRC
1280.16987,Erythromycin,Resistant,BV-BRC
1280.32279,Penicillin,Susceptible,BV-BRC
3275983056,Erythromycin,Susceptible,NCBI
562.98281,Ampicillin,Susceptible,BV-BRC
1313.26726,Penicillin,Resistant,BV-BRC
1313.46455,Levofloxacin,Susceptible,BV-BRC
108619.163,Azithromycin,Susceptible,BV-BRC
1313.21360,Tetracycline,Susceptible,BV-BRC
485.16808,Penicillin,Susceptible,BV-BRC
1311.2189,Erythromycin,Resistant,BV-BRC
573.78044,Levofloxacin,Resistant,BV-BRC
287.12550,Meropenem,Resistant,BV-BRC
1313.30958,Penicillin,Resistant,BV-BRC
573.14299,Ciprofloxacin,Resistant,BV-BRC
485.15373,Cefixime,Susceptible,BV-BRC
1827501666,Ciprofloxacin,Susceptible,NCBI
485.7797,Azithromycin,Susceptible,BV-BRC
573.66434,Ampicillin,Resistant,BV-BRC
1388246631,Erythromycin,Resistant,NCBI
1313.26757,Penicillin,Resistant,BV-BRC
72407.559,Levofloxacin,Susceptible,BV-BRC
1313.33516,Penicillin,Susceptible,BV-BRC
573.13775,Ampicillin,Resistant,BV-BRC
287.6346,Levofloxacin,Susceptible,BV-BRC
54388.319,Azithromycin,Susceptible,BV-BRC
1313.31000,Penicillin,Resistant,BV-BRC
2710846496,Ampicillin,Resistant,NCBI
2750973422,Vancomycin,Susceptible,NCBI
2865873444,Gentamicin,Susceptible,NCBI
2946726122,Penicillin,Susceptible,NCBI
562.65631,Amoxicillin,Resistant,BV-BRC
562.23909,Amoxicillin,Resistant,BV-BRC
1280.21753,Erythromycin,Resistant,BV-BRC
1773.23415,Ofloxacin,Susceptible,BV-BRC
933889448,Azithromycin,Resistant,NCBI
573.67683,Levofloxacin,Susceptible,BV-BRC
2313989157,Erythromycin,Susceptible,NCBI
1280.42154,Gentamicin,Resistant,BV-BRC
287.18134,Levofloxacin,Susceptible,BV-BRC
562.65267,Amoxicillin,Susceptible,BV-BRC
485.17837,Cefixime,Resistant,BV-BRC
1773.5340,Amoxicillin,Susceptible,BV-BRC
1280.43566,Clindamycin,Resistant,BV-BRC
3108517825,Meropenem,Susceptible,NCBI
2204801358,Azithromycin,Resistant,NCBI
1280.33681,Ciprofloxacin,Resistant,BV-BRC
485.808,Cefixime,Susceptible,BV-BRC
573.49435,Ciprofloxacin,Resistant,BV-BRC
1042741831,Ampicillin,Susceptible,NCBI
624.3625,Azithromycin,Resistant,BV-BRC
1280.8097,Penicillin,Resistant,BV-BRC
1496.1117,Azithromycin,Resistant,BV-BRC
3203296738,Amoxicillin,Resistant,NCBI
3275998745,Ofloxacin,Resistant,NCBI
90370.3175,Ampicillin,Susceptible,BV-BRC
1773.31929,Ofloxacin,Susceptible,BV-BRC
1757480343,Levofloxacin,Susceptible,NCBI
2446565552,Azithromycin,Resistant,NCBI
523815970,Clindamycin,Resistant,NCBI
3141943239,Gentamicin,Susceptible,NCBI
2577464737,Azithromycin,Susceptible,NCBI
2866113354,Penicillin,Resistant,NCBI
2716203878,Levofloxacin,Resistant,NCBI
573.79128,Tetracycline,Resistant,BV-BRC
573.54203,Levofloxacin,Resistant,BV-BRC
3053961974,Ofloxacin,Resistant,NCBI
1465726307,Azithromycin,Resistant,NCBI
1313.46111,Erythromycin,Susceptible,BV-BRC
1313.45168,Azithromycin,Resistant,BV-BRC
1701932947,Levofloxacin,Resistant,NCBI
562.76476,Amoxicillin,Resistant,BV-BRC
3108866969,Cefixime,Susceptible,NCBI
1280.55596,Penicillin,Resistant,BV-BRC
1773.2724,Amoxicillin,Susceptible,BV-BRC
1352.9738,Vancomycin,Resistant,BV-BRC
995901180,Azithromycin,Resistant,NCBI
1280.24793,Clindamycin,Susceptible,BV-BRC
1964861716,Levofloxacin,Resistant,NCBI
1313.45373,Clindamycin,Susceptible,BV-BRC
1524503744,Erythromycin,Resistant,NCBI
808715606,Erythromycin,Resistant,NCBI
2978439771,Vancomycin,Resistant,NCBI
2872531593,Gentamicin,Resistant,NCBI
485.5636,Cefixime,Susceptible,BV-BRC
1313.26170,Erythromycin,Susceptible,BV-BRC
1313.19198,Erythromycin,Susceptible,BV-BRC
562.100944,Ampicillin,Susceptible,BV-BRC
2969954933,Amoxicillin,Resistant,NCBI
2949171412,Amoxicillin,Resistant,NCBI
3101602911,Ofloxacin,Susceptible,NCBI
1717.831,Penicillin,Susceptible,BV-BRC
1773.34448,Ofloxacin,Resistant,BV-BRC
2583456203,Penicillin,Resistant,NCBI
3034311770,Ofloxacin,Susceptible,NCBI
573.20637,Tetracycline,Susceptible,BV-BRC
2284319964,Erythromycin,Resistant,NCBI
1313.46234,Tetracycline,Susceptible,BV-BRC
573.24363,Meropenem,Resistant,BV-BRC
562.23067,Amoxicillin,Resistant,BV-BRC
1773.5184,Amoxicillin,Susceptible,BV-BRC
1768366286,Clindamycin,Susceptible,NCBI
1773.4616,Amoxicillin,Susceptible,BV-BRC
1126140584,Meropenem,Resistant,NCBI
58712.83,Ampicillin,Susceptible,BV-BRC
573.55277,Gentamicin,Susceptible,BV-BRC
573.77688,Ciprofloxacin,Resistant,BV-BRC
3269922996,Clindamycin,Susceptible,NCBI
28901.8639,Azithromycin,Susceptible,BV-BRC
1313.30934,Erythromycin,Susceptible,BV-BRC
1438634266,Penicillin,Susceptible,NCBI
1773.2954,Amoxicillin,Susceptible,BV-BRC
485.7775,Cefixime,Susceptible,BV-BRC
1313.24606,Penicillin,Susceptible,BV-BRC
3108838264,Levofloxacin,Susceptible,NCBI
1280.55198,Tetracycline,Susceptible,BV-BRC
1280.39397,Clindamycin,Susceptible,BV-BRC
1313.14386,Erythromycin,Susceptible,BV-BRC
287.9541,Levofloxacin,Resistant,BV-BRC
1313.22810,Tetracycline,Resistant,BV-BRC
1313.17296,Tetracycline,Susceptible,BV-BRC
2310509532,Ciprofloxacin,Susceptible,NCBI
550.2118,Gentamicin,Susceptible,BV-BRC
72407.2037,Meropenem,Resistant,BV-BRC
2844393180,Amoxicillin,Susceptible,NCBI
574.50,Levofloxacin,Susceptible,BV-BRC
1773.39092,Ofloxacin,Susceptible,BV-BRC
2490959456,Ofloxacin,Resistant,NCBI
1960032717,Tetracycline,Resistant,NCBI
2314100090,Gentamicin,Susceptible,NCBI
1280.29959,Tetracycline,Resistant,BV-BRC
1313.45386,Vancomycin,Susceptible,BV-BRC
624.3546,Azithromycin,Susceptible,BV-BRC
573.46605,Levofloxacin,Resistant,BV-BRC
573.43192,Levofloxacin,Resistant,BV-BRC
2175487456,Tetracycline,Susceptible,NCBI
485.5610,Cefixime,Resistant,BV-BRC
1313.31124,Penicillin,Susceptible,BV-BRC
3150673724,Ciprofloxacin,Susceptible,NCBI
1773.26137,Ofloxacin,Resistant,BV-BRC
624.2264,Ampicillin,Resistant,BV-BRC
3220518502,Tetracycline,Susceptible,NCBI
553571.3,Vancomycin,Susceptible,BV-BRC
573.43197,Gentamicin,Resistant,BV-BRC
2283339840,Cefixime,Resistant,NCBI
1280.8571,Vancomycin,Susceptible,BV-BRC
1773.10755,Ofloxacin,Resistant,BV-BRC
108619.50,Tetracycline,Resistant,BV-BRC
1280.30279,Clindamycin,Susceptible,BV-BRC
1280.42586,Clindamycin,Resistant,BV-BRC
573.29617,Levofloxacin,Susceptible,BV-BRC
1773.19004,Ofloxacin,Resistant,BV-BRC
1280.38644,Clindamycin,Resistant,BV-BRC
2562500871,Ofloxacin,Susceptible,NCBI
46170.627,Penicillin,Susceptible,BV-BRC
2209761515,Ciprofloxacin,Susceptible,NCBI
3136390889,Gentamicin,Resistant,NCBI
1160538609,Erythromycin,Resistant,NCBI
1352.10550,Vancomycin,Resistant,BV-BRC
485.18911,Cefixime,Susceptible,BV-BRC
1268997.3,Amoxicillin,Resistant,BV-BRC
1313.30082,Tetracycline,Resistant,BV-BRC
485.13016,Penicillin,Susceptible,BV-BRC
3134250411,Gentamicin,Resistant,NCBI
72407.1063,Meropenem,Resistant,BV-BRC
1280.13687,Penicillin,Resistant,BV-BRC
3199605237,Amoxicillin,Susceptible,NCBI
1773.19656,Ofloxacin,Susceptible,BV-BRC
1313.45845,Vancomycin,Susceptible,BV-BRC
90370.5398,Ampicillin,Resistant,BV-BRC
1524477001,Clindamycin,Resistant,NCBI
573.34142,Levofloxacin,Susceptible,BV-BRC
2865842832,Amoxicillin,Susceptible,NCBI
1280.42622,Clindamycin,Resistant,BV-BRC
1280.40160,Clindamycin,Resistant,BV-BRC
28901.24688,Ampicillin,Resistant,BV-BRC
485.17456,Penicillin,Resistant,BV-BRC
1045415200,Tetracycline,Susceptible,NCBI
1352.11483,Vancomycin,Resistant,BV-BRC
573.79450,Tetracycline,Resistant,BV-BRC
573.64677,Gentamicin,Susceptible,BV-BRC
1417807494,Azithromycin,Resistant,NCBI
573.17735,Gentamicin,Susceptible,BV-BRC
3139018063,Clindamycin,Susceptible,NCBI
1280.25922,Clindamycin,Resistant,BV-BRC
2867709386,Ampicillin,Susceptible,NCBI
1773.40214,Ofloxacin,Susceptible,BV-BRC
2710846145,Ampicillin,Resistant,NCBI
485.368,Azithromycin,Resistant,BV-BRC
1280.34769,Clindamycin,Resistant,BV-BRC
1280.34736,Clindamycin,Susceptible,BV-BRC
28901.23317,Meropenem,Susceptible,BV-BRC
46170.1113,Gentamicin,Susceptible,BV-BRC
3070415713,Meropenem,Susceptible,NCBI
562.96833,Gentamicin,Susceptible,BV-BRC
2577464737,Ampicillin,Susceptible,NCBI
573.27970,Meropenem,Susceptible,BV-BRC
573.54149,Levofloxacin,Resistant,BV-BRC
2283871922,Ofloxacin,Susceptible,NCBI
487.4634,Azithromycin,Susceptible,BV-BRC
2865404682,Penicillin,Susceptible,NCBI
1733.8845,Ofloxacin,Susceptible,BV-BRC
624.2007,Ampicillin,Susceptible,BV-BRC
1323653.3,Clindamycin,Resistant,BV-BRC
2263748100,Gentamicin,Resistant,NCBI
72407.513,Levofloxacin,Susceptible,BV-BRC
2711250173,Levofloxacin,Resistant,NCBI
2293740509,Tetracycline,Susceptible,NCBI
573.55166,Meropenem,Resistant,BV-BRC
1280.16765,Penicillin,Resistant,BV-BRC
2319175222,Clindamycin,Susceptible,NCBI
470.8075,Ciprofloxacin,Resistant,BV-BRC
1313.20037,Erythromycin,Resistant,BV-BRC
573.52524,Meropenem,Resistant,BV-BRC
1907389233,Clindamycin,Susceptible,NCBI
2310401373,Ampicillin,Susceptible,NCBI
1280.25812,Clindamycin,Resistant,BV-BRC
1352.11825,Vancomycin,Resistant,BV-BRC
1043115195,Penicillin,Resistant,NCBI
573.14381,Levofloxacin,Resistant,BV-BRC
2834297378,Ciprofloxacin,Susceptible,NCBI
1313.33299,Penicillin,Resistant,BV-BRC
1473637776,Vancomycin,Resistant,NCBI
1313.31321,Tetracycline,Susceptible,BV-BRC
287.5948,Levofloxacin,Susceptible,BV-BRC
2868431032,Erythromycin,Susceptible,NCBI
2006024148,Ofloxacin,Resistant,NCBI
1280.35022,Erythromycin,Resistant,BV-BRC
485.8174,Cefixime,Resistant,BV-BRC
1773.21512,Ofloxacin,Susceptible,BV-BRC
485.13891,Azithromycin,Resistant,BV-BRC
2746138247,Meropenem,Resistant,NCBI
573.17817,Meropenem,Resistant,BV-BRC
28901.24608,Azithromycin,Resistant,BV-BRC
1634065327,Gentamicin,Resistant,NCBI
573.22506,Meropenem,Susceptible,BV-BRC
3146503420,Ofloxacin,Susceptible,NCBI
573.20445,Levofloxacin,Susceptible,BV-BRC
2208459638,Levofloxacin,Resistant,NCBI
1280.16604,Clindamycin,Susceptible,BV-BRC
624.4177,Azithromycin,Resistant,BV-BRC
562.60286,Amoxicillin,Resistant,BV-BRC
573.67137,Meropenem,Susceptible,BV-BRC
1313.33481,Penicillin,Susceptible,BV-BRC
3207071524,Ampicillin,Resistant,NCBI
1280.34796,Clindamycin,Resistant,BV-BRC
1313.22735,Penicillin,Susceptible,BV-BRC
1120982484,Amoxicillin,Resistant,NCBI
1068615.3,Amoxicillin,Resistant,BV-BRC
1773.5395,Amoxicillin,Susceptible,BV-BRC
573.27324,Tetracycline,Resistant,BV-BRC
1702160513,Tetracycline,Resistant,NCBI
573.24136,Gentamicin,Susceptible,BV-BRC
573.66362,Ampicillin,Resistant,BV-BRC
2866092871,Gentamicin,Susceptible,NCBI
3199882868,Ofloxacin,Susceptible,NCBI
1280.35655,Clindamycin,Susceptible,BV-BRC
573.66148,Meropenem,Resistant,BV-BRC
287.19517,Levofloxacin,Susceptible,BV-BRC
2310775148,Meropenem,Resistant,NCBI
3199586915,Cefixime,Susceptible,NCBI
2283902439,Levofloxacin,Susceptible,NCBI
1313.31063,Erythromycin,Susceptible,BV-BRC
2873018794,Vancomycin,Resistant,NCBI
1280.30370,Clindamycin,Susceptible,BV-BRC
1313.34339,Erythromycin,Resistant,BV-BRC
1313.19908,Penicillin,Susceptible,BV-BRC
3207065400,Amoxicillin,Resistant,NCBI
2248842817,Tetracycline,Resistant,NCBI
3107102713,Ofloxacin,Susceptible,NCBI
